region,company_name,duns_number,status,capabilities,Legend_Specialization,certification,subsidiary,overseas,website,contact,address_full,primary_naics_code,primary_naics_description,secondary_naics_code,secondary_naics_description,company_type,import_export,global_duns_no,global_name,immediate_parent_duns_no,immediate_parent_name,latitude,line_of_business,longtitude,manufacturing_indicator,marketing_prescreen_score,marketing_prescreen_ranking,minority_owned_indicator,owns_rents,phone_no,subsidiary_status,web_address_url,year_of_founding,auditors,trade_style,employer_id_number_ein,domestic_parent_duns_no,domestic_parent_name,location_type,mailing_address,mailing_city,mailing_country_region,mailing_county,mailing_state,mailing_zipcode,address,physical_address,physical_city,physical_country_region,physical_county,physical_state,physical_zipcode,physical_zipcode_short,secondary_sic_code,secondary_sic_description,primary_sic_code,primary_sic_description,facility_size,sales_volume_2020,employee_all_sites_2020,employee_this_sites_2020,avg_ann_dod_total_revenue,avg_dod_contract_value
Chicago,ALAN MANUFACTURING CORP,00-524-7044,00-524-7044,Floor refinishing equipment supplier,Metal stamping,No,NA,NA,https://alanmanufacturing.com/,https://alanmanufacturing.com/contact-us/,"5017 RITZ RD, MARENGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.254869,MFG METAL STAMPINGS,-88.630108,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(815) 568-6836,Non-Subsidiary,WWW.ALANMANUFACTURING.COM,1960,,ALAN STAMPING,,,,Single Location,,,,,,,"5017 RITZ RD, MARENGO, IL 60152",5017 RITZ RD,MARENGO,USA,MCHENRY,IL,601529128,60152,,,34699916,Stamping metal for the trade,4000,"$421,220",5,5,$0,$0
Chicago,RADIAD MANUFACTURING,60-496-4932,60-496-4932,Stamping metal,Metal stamping,No,NA,NA,https://www.manta.com/c/mmnmxvk/radiad-manufacturing,https://www.manta.com/c/mmnmxvk/radiad-manufacturing,"3543 MARTENS ST, FRANKLIN PARK, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.943447,MFG METAL STAMPINGS,-87.860747,Non Manufacturer,Low,1 - Most likely to pay,No,,(847) 678-5808,Non-Subsidiary,,1931,,,998000964,,,Single Location,,,,,,,"3543 MARTENS ST, FRANKLIN PARK, IL 60131",3543 MARTENS ST,FRANKLIN PARK,USA,COOK,IL,601312058,60131,,,34699916,Stamping metal for the trade,13000,"$434,632",5,5,$0,$0
Chicago,"PATKO TOOL & MANUFACTURING, INC.",13-019-4462,13-019-4462,"Forging and stamping, tools",Metal stamping,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.patko_tool__manufacturing_inc.9f1f13f64b39e784cf971f2f7254be12.html,https://www.dnb.com/business-directory/company-profiles.patko_tool__manufacturing_inc.9f1f13f64b39e784cf971f2f7254be12.html,"767 LARSEN CT, BENSENVILLE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.978933,MFG METAL STAMPINGS,-87.947276,Non Manufacturer,Low,1 - Most likely to pay,No,,(630) 616-8802,Non-Subsidiary,,2002,,,,,,Single Location,,,,,,,"767 LARSEN CT, BENSENVILLE, IL 60106",767 LARSEN CT,BENSENVILLE,USA,DUPAGE,IL,601061103,60106,,,34699908,"Machine parts, stamped or pressed metal",0,"$627,448",5,5,$0,$0
Chicago,"B. RADTKE AND SONS, INCORPORATED",05-948-6977,05-948-6977,"Milling, stamping",Metal stamping,ISO9001,No,No,https://radtkeandsons.com/,https://radtkeandsons.com/contact/,"101 W MAIN ST STE 2, ROUND LAKE PARK, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,,,,,,42.349844,MFG DIES/TOOLS/JIGS/FIXTURES,-88.084658,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 546-3999,Non-Subsidiary,WWW.RADTKEANDSONS.COM,1938,,,362899733,,,Single Location,,,,,,,"101 W MAIN ST STE 2, ROUND LAKE PARK, IL 60073",101 W MAIN ST STE 2,ROUND LAKE PARK,USA,LAKE,IL,600733510,60073,,,35440100,Special dies and tools,7500,"$826,661",6,6,$0,$0
Chicago,CHICAGO CAR SEAL COMPANY,00-506-5123,00-506-5123,Metal stamping,Metal stamping,No,NA,NA,https://www.manta.com/c/mmcxw79/chicago-car-seal-company,https://www.manta.com/c/mmcxw79/chicago-car-seal-company,"594 BROOKSIDE RD, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Importer,,,,,41.8796,MFG METAL STAMPINGS,-87.6867,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(773) 278-9400,Non-Subsidiary,,1892,,,360897580,,,Single Location,,,,,,,"594 BROOKSIDE RD, CHICAGO, IL 60612",594 BROOKSIDE RD,CHICAGO,USA,COOK,IL,60612,60612,,,34690000,"Metal stampings, nec",12000,"$1,040,041",7,7,$0,$0
Chicago,"TRIO WIRE PRODUCTS, INC.",00-509-5039,00-509-5039,"Wire forming, light stamping",Metal stamping,No,NA,NA,https://www.industrynet.com/listing/1250381/trio-wire-products-inc,https://www.industrynet.com/listing/1250381/trio-wire-products-inc,"141 ONTARIO ST, FRANKFORT, IL",332618,Other Fabricated Wire Product Manufacturing,,,Private,,,,,,41.486858,MFG MISC FABRICATED WIRE PRODUCTS,-87.845976,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(815) 469-2148,Non-Subsidiary,,1954,,,,,,Single Location,,,,,,,"141 ONTARIO ST, FRANKFORT, IL 60423",141 ONTARIO ST,FRANKFORT,USA,WILL,IL,604231646,60423,,,34960000,Miscellaneous fabricated wire products,5600,"$1,244,452",7,7,$0,$0
Chicago,"PREMIER METAL WORKS, INC.",00-521-1966,00-521-1966,"Metal stamping, tool and die, CNC machining",Metal stamping,No,No,No,https://www.premiermetalworks.com/,https://www.premiermetalworks.com/contact-us/,"1616 S CLINTON ST, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.859334,MFG METAL STAMPINGS,-87.641224,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(312) 226-7414,Non-Subsidiary,WWW.PREMIERMETALWORKS.COM,1928,,,361643990,,,Single Location,,,,,,,"1616 S CLINTON ST, CHICAGO, IL 60616",1616 S CLINTON ST,CHICAGO,USA,COOK,IL,606161110,60616,,,34699916,Stamping metal for the trade,18000,"$690,000",8,8,$0,$0
Chicago,"TLK TOOL & STAMPING, INC.",80-943-2797,80-943-2797,Metal stampings,Metal stamping,No,NA,NA,http://www.tlkstampings.com/,http://www.tlkstampings.com/,"130 PRAIRIE LAKE RD STE C, EAST DUNDEE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Importer,,,,,42.108043,MFG METAL STAMPINGS,-88.240568,Non Manufacturer,Low,1 - Most likely to pay,No,,(224) 293-6941,Non-Subsidiary,WWW.TLKSTAMPINGS.COM,2008,,,,,,Single Location,P.O. BOX 340,CARPENTERSVILLE,USA,KANE,ILLINOIS,601100340,"130 PRAIRIE LAKE RD STE C, EAST DUNDEE, IL 60118",130 PRAIRIE LAKE RD STE C,EAST DUNDEE,USA,KANE,IL,601189130,60118,,,34699916,Stamping metal for the trade,0,"$1,109,477",8,8,$0,$0
Chicago,"JIFFY METAL PRODUCTS, INC.",00-510-4096,00-510-4096,"Stamping, and four slide needs",Metal stamping,No,No,No,https://www.jiffymetalproducts.com/,https://www.jiffymetalproducts.com/,"5025 W LAKE ST, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.88665,MFG METAL STAMPINGS,-87.751555,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(773) 626-8090,Non-Subsidiary,WWW.JIFFYMETALPRODUCTS.COM,1939,,,363058256,,,Single Location,,,,,,,"5025 W LAKE ST, CHICAGO, IL 60644",5025 W LAKE ST,CHICAGO,USA,COOK,IL,606442599,60644,,,34699916,Stamping metal for the trade,25000,"$1,285,695",8,8,$0,$0
Chicago,"SUBURBAN METALCRAFT, INC.",00-507-4653,00-507-4653,Stamping metal,Metal stamping,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.suburban_metalcraft_inc.88d95b84e03e151696d615abbc6bec32.html,https://www.dnb.com/business-directory/company-profiles.suburban_metalcraft_inc.88d95b84e03e151696d615abbc6bec32.html,"9045 EXCHANGE AVE, FRANKLIN PARK, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.933848,MFG METAL STAMPINGS,-87.852902,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 678-7550,Non-Subsidiary,,1946,,DECOR RV LOCKS,362104130,,,Single Location,,,,,,,"9045 EXCHANGE AVE, FRANKLIN PARK, IL 60131",9045 EXCHANGE AVE,FRANKLIN PARK,USA,COOK,IL,601312815,60131,,,34699916,Stamping metal for the trade,7500,"$1,481,429",8,8,$0,$0
Chicago,INDUSTRIAL PARK MACHINE & TOOL,05-056-4137,05-056-4137,"Metal stamping, waterjet cutting, CNC machining",Metal stamping,No,NA,NA,https://www.industrynet.com/listing/1240362/industrial-park-machine-tool-co-inc,https://www.industrynet.com/listing/1240362/industrial-park-machine-tool-co-inc,"3326 BUTLER ST, S CHICAGO HTS, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,,,,,,41.477917,MFG DIES/TOOLS/JIGS/FIXTURES,-87.629415,Non Manufacturer,Low,2 - Likely to pay,No,Rent,(708) 754-7080,Non-Subsidiary,,1969,,,362707557,,,Single Location,,,,,,,"3326 BUTLER ST, S CHICAGO HTS, IL 60411",3326 BUTLER ST,S CHICAGO HTS,USA,COOK,IL,604116402,60411,,,35440100,Special dies and tools,12000,"$550,000",10,10,$0,$0
Chicago,"STARMONT MANUFACTURING, INC.",87-675-0514,87-675-0514,"Tool, die, stamping",Metal stamping,ISO9000,No,No,https://startoolanddie.com/,https://startoolanddie.com/contact/,"640 217TH ST, CHICAGO HEIGHTS, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.496782,MFG METAL STAMPINGS,-87.599877,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(708) 758-2525,Non-Subsidiary,WWW.STARTOOLANDDIE.COM,1993,,,,,,Single Location,,,,,,,"640 217TH ST, CHICAGO HEIGHTS, IL 60411",640 217TH ST,CHICAGO HEIGHTS,USA,COOK,IL,604114327,60411,,,34699916,Stamping metal for the trade,5000,"$800,000",10,10,$0,$0
Chicago,"PLASTICREST PRODUCTS, INC.",00-512-4375,00-512-4375,"Boxes, stamped metal",Metal stamping,No,NA,NA,https://www.manta.com/c/mmcxc3d/plasticrest-products,https://www.manta.com/c/mmcxc3d/plasticrest-products,"4519 W HARRISON ST, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Importer,,,,,41.873025,MFG METAL STAMPINGS,-87.738788,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(773) 826-2163,Non-Subsidiary,WWW.SIGNATUREJEWELRYPACKAGING.COM,1942,,,999003176,,,Single Location,,,,,,,"4519 W HARRISON ST, CHICAGO, IL 60624",4519 W HARRISON ST,CHICAGO,USA,COOK,IL,606243099,60624,,,34690400,"Boxes, stamped metal",17000,"$1,476,203",10,10,$0,$0
Chicago,"SKILL-DI, INC.",00-322-5224,00-322-5224,"Metal stampings, tools, dies, welding, assemblies",Metal stamping,No,NA,NA,https://www.industrynet.com/listing/1248442/skill-di-inc,https://www.industrynet.com/listing/1248442/skill-di-inc,"2655 HARRISON ST, BELLWOOD, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.871946,MFG METAL STAMPINGS,-87.865762,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(708) 544-6080,Non-Subsidiary,,1951,,,362208298,,,Single Location,,,,,,,"2655 HARRISON ST, BELLWOOD, IL 60104",2655 HARRISON ST,BELLWOOD,USA,COOK,IL,601042463,60104,,,34699916,Stamping metal for the trade,23500,"$1,793,245",10,10,$0,$0
Chicago,"ACCURATE WIRE & STRIP FORMING, INC.",95-702-9879,95-702-9879,"Wire forms, stampings, assemblies, tool design and fabrication",Metal stamping,No,No,No,https://www.accuratewsf.com/,https://www.accuratewsf.com/contact-us/,"1615 DUNDEE AVE STE B, ELGIN, IL",332618,Other Fabricated Wire Product Manufacturing,,,Private,,,,,,42.068379,MFG MISC FABRICATED WIRE PRODUCTS,-88.259008,Non Manufacturer,High,5 - Least Likely to pay,No,,(630) 260-1000,Non-Subsidiary,WWW.ACCURATEWSF.COM,1993,,,363996882,,,Single Location,,,,,,,"1615 DUNDEE AVE STE B, ELGIN, IL 60120",1615 DUNDEE AVE STE B,ELGIN,USA,KANE,IL,601201620,60120,,,34960000,Miscellaneous fabricated wire products,0,"$2,189,500",10,10,$0,$0
Chicago,"ALAGOR INDUSTRIES, INCORPORATED",79-832-4109,79-832-4109,Metal stamping,Metal stamping,No,No,No,https://www.manta.com/c/mmyf0qc/alagor-industries-incorporated,https://www.manta.com/c/mmyf0qc/alagor-industries-incorporated,"489 THOMAS DR, BENSENVILLE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Exporter,79-832-4109,"ALAGOR INDUSTRIES, INCORPORATED",79-832-4109,"ALAGOR INDUSTRIES, INCORPORATED",41.968092,MFG METAL STAMPINGS,-87.945447,Non Manufacturer,Low,1 - Most likely to pay,No,,(630) 766-2910,Non-Subsidiary,WWW.RICHINDUSTRIES.COM,1990,,,,79-832-4109,"ALAGOR INDUSTRIES, INCORPORATED",Headquarters,,,,,,,"489 THOMAS DR, BENSENVILLE, IL 60106",489 THOMAS DR,BENSENVILLE,USA,DUPAGE,IL,601061618,60106,,,34699916,Stamping metal for the trade,15000,"$3,000,000",60,10,$0,$0
Chicago,"NORTH STAR STAMPING & TOOL, INC.",80-742-8701,80-742-8701,Metal stamping,Metal stamping,ISO9001,No,No,https://northstarstampingandtool.com/,https://northstarstampingandtool.com/contact/,"1264 INDUSTRIAL DR, LAKE IN THE HILLS, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.190688,MFG METAL STAMPINGS,-88.30423,Non Manufacturer,Low,4 - Less likely to pay,No,Rent,(847) 658-9400,Non-Subsidiary,WWW.NORTHSTARSTAMPINGANDTOOL.COM,1993,,,,,,Single Location,,,,,,,"1264 INDUSTRIAL DR, LAKE IN THE HILLS, IL 60156",1264 INDUSTRIAL DR,LAKE IN THE HILLS,USA,MCHENRY,IL,601561500,60156,,,34699916,Stamping metal for the trade,15000,"$1,249,837",11,11,$0,$0
Chicago,MAJOR DIE & ENGINEERING CO.,00-508-8588,00-508-8588,Metal stamping,Metal stamping,ISO9001,No,No,http://majordie.com/,http://majordie.com/contact/,"1352 INDUSTRIAL DR, ITASCA, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.970479,MFG METAL STAMPINGS,-87.996348,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(630) 773-3444,Non-Subsidiary,WWW.MAJORDIE.COM,1956,,,362323077,,,Single Location,,,,,,,"1352 INDUSTRIAL DR, ITASCA, IL 60143",1352 INDUSTRIAL DR,ITASCA,USA,DUPAGE,IL,601431804,60143,,,34699916,Stamping metal for the trade,15000,"$2,491,198",11,11,$0,$0
Chicago,"PARK MANUFACTURING CORPORATION, INC.",00-518-1755,00-518-1755,"Custom formed metal parts, light stampings, and wire forms",Metal stamping,ISO9001,No,No,https://parkmfgcorp.com/,https://parkmfgcorp.com/production/#gform_widget-2,"1819 N 30TH AVE, MELROSE PARK, IL",332613,Spring Manufacturing,,,Private,,,,,,41.906405,MFG STEEL SPRINGS-NONWIRE,-87.869689,Non Manufacturer,Low,2 - Likely to pay,No,Rent,(708) 345-6090,Non-Subsidiary,WWW.PARKMFGCORP.COM,1951,,PARK INDUSTRIES,362857854,,,Single Location,,,,,,,"1819 N 30TH AVE, MELROSE PARK, IL 60160",1819 N 30TH AVE,MELROSE PARK,USA,COOK,IL,601601701,60160,,,34930202,"Flat springs, sheet or strip stock",13560,"$2,433,809",12,12,$0,$0
Chicago,IRONFORM HOLDINGS CO.,02-094-7212,02-094-7212,"Heavy and light stamping, laser and plasma blanking, turret blanking, brake press forming, robotic welding and polishing, powder, e-coat, and wet coatings, assembly and line sequencing",Metal stamping,AS9100 and ISO9001 and IATF16949 and ISO14001 and NADCAP,No,No,https://www.ironform.com/,https://www.ironform.com/contact-us,"640 N LA SALLE DR STE 670, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,02-094-7212,IRONFORM HOLDINGS CO.,02-094-7212,IRONFORM HOLDINGS CO.,41.8936,MFG METAL STAMPINGS,-87.633223,Non Manufacturer,Low,1 - Most likely to pay,No,,(312) 374-4810,Non-Subsidiary,WWW.IRONFORM.COM,2013,,IRONFORM,,02-094-7212,IRONFORM HOLDINGS CO.,Headquarters,,,,,,,"640 N LA SALLE DR STE 670, CHICAGO, IL 60654",640 N LA SALLE DR STE 670,CHICAGO,USA,COOK,IL,606543763,60654,,,34690000,"Metal stampings, nec",0,"$93,957,720",289,12,$0,$0
Chicago,R Z TOOL INC,19-912-6723,19-912-6723,"Machine parts, stamped or pressed metal",Metal stamping,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.r_z_tool_inc.19adcef2d2d68fa10f686167f55ec3e5.html,https://www.dnb.com/business-directory/company-profiles.r_z_tool_inc.19adcef2d2d68fa10f686167f55ec3e5.html,"5691 W HOWARD ST, NILES, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.017377,MFG METAL STAMPINGS,-87.770282,Non Manufacturer,Low,5 - Least Likely to pay,No,Rent,(847) 647-2350,Non-Subsidiary,,1986,,,,,,Single Location,,,,,,,"5691 W HOWARD ST, NILES, IL 60714",5691 W HOWARD ST,NILES,USA,COOK,IL,607144011,60714,,,34699908,"Machine parts, stamped or pressed metal",6500,"$1,500,000",14,14,$0,$0
Chicago,"SUPERIOR METAL PRODUCTS, INC.",15-514-6194,15-514-6194,Metal stamping,Metal stamping,No,No,No,https://www.smpstamp.com/,https://www.smpstamp.com/contact.html,"1993 BUCKTAIL LN, SUGAR GROVE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.762029,MFG METAL STAMPINGS,-88.486943,Non Manufacturer,Low,1 - Most likely to pay,No,,(630) 466-1150,Non-Subsidiary,WWW.SMPSTAMP.COM,1986,,,363458825,,,Single Location,,,,,,,"1993 BUCKTAIL LN, SUGAR GROVE, IL 60554",1993 BUCKTAIL LN,SUGAR GROVE,USA,KANE,IL,605549609,60554,,,34699916,Stamping metal for the trade,13000,"$2,928,200",14,14,$0,$0
Chicago,"RELIABLE METAL STAMPING CO., INC.",00-507-6799,00-507-6799,Metal stamping,Metal stamping,No,No,No,https://www.reliablemetalstamping.com/,https://www.reliablemetalstamping.com/contact-us/,"9244 PARKLANE AVE, FRANKLIN PARK, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.933027,MFG METAL STAMPINGS,-87.856896,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(773) 625-1177,Non-Subsidiary,WWW.RELIABLEMETALSTAMPING.COM,1945,,,999055972,,,Single Location,,,,,,,"9244 PARKLANE AVE, FRANKLIN PARK, IL 60131",9244 PARKLANE AVE,FRANKLIN PARK,USA,COOK,IL,601312836,60131,,,34699916,Stamping metal for the trade,20000,"$4,002,158",14,14,$0,$0
Chicago,CRAFT METAL SPINNING CO,00-525-4107,00-525-4107,Metal spinning,Metal stamping,ISO9001 and IATF16949,No,No,https://www.cmspinning.com/index.html,https://www.cmspinning.com/contact-us.html,"4351 N NORMANDY AVE, CHICAGO, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.959568,MFG METAL STAMPINGS,-87.793231,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(773) 685-4700,Non-Subsidiary,WWW.CMSPINNING.COM,1947,,COLUMBIA METAL SPINNING CO,,,,Single Location,,,,,,,"4351 N NORMANDY AVE, CHICAGO, IL 60634",4351 N NORMANDY AVE,CHICAGO,USA,COOK,IL,606341395,60634,,,34699916,Stamping metal for the trade,75000,"$935,000",15,15,$0,$0
Chicago,"NATURA PRODUCTS, INC.",00-542-4239,00-542-4239,"Dies, stamping, and wire EDM",Metal stamping,ISO9001,No,No,https://www.naturaproducts.com/,https://www.naturaproducts.com/contact/contact.php,"3555 WOODHEAD DR, NORTHBROOK, IL",332710,Machine Shops,,,Private,,60-361-2938,AUSTIN TOOL & DIE CO,60-361-2938,AUSTIN TOOL & DIE CO,42.147874,MFG INDUSTRIAL MACHINERY,-87.866878,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 509-5835,Subsidiary,WWW.NATURAPRODUCTS.COM,1963,,,,60-361-2938,AUSTIN TOOL & DIE CO,Single Location,,,,,,,"3555 WOODHEAD DR, NORTHBROOK, IL 60062",3555 WOODHEAD DR,NORTHBROOK,USA,COOK,IL,600621814,60062,,,35990303,"Machine shop, jobbing and repair",10000,"$1,943,662",15,15,$0,$0
Chicago,LEW-EL TOOL & MANUFACTURING CO,00-525-5542,00-525-5542,"Springs, stampings, wire forms",Metal stamping,No,No,No,http://www.leweltool.com/,http://www.leweltool.com/,"1935 N LECLAIRE AVE, CHICAGO, IL",332613,Spring Manufacturing,,,Private,,,,,,41.916142,MFG STEEL SPRINGS-NONWIRE,-87.752537,Non Manufacturer,Low,4 - Less likely to pay,No,Owns,(773) 804-1133,Non-Subsidiary,WWW.LEWELTOOL.COM,1947,,,362699461,,,Single Location,,,,,,,"1935 N LECLAIRE AVE, CHICAGO, IL 60639",1935 N LECLAIRE AVE,CHICAGO,USA,COOK,IL,606394422,60639,,,34930200,Cold formed springs,10000,"$2,952,227",15,15,$0,$0
Chicago,"TELLENAR, INC.",11-537-1163,11-537-1163,"Stamped electrical terminals and switch components for automotive applications plus transformer connectors, fuse clips, and related hardware",Metal stamping,ISO9001,No,No,https://tellenar.com/,https://tellenar.com/about-us/,"727 TEK DR, CRYSTAL LAKE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.215865,MFG METAL STAMPINGS,-88.293163,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(815) 356-8044,Non-Subsidiary,WWW.TELLENAR.COM,1984,,,363313567,,,Single Location,,,,,,,"727 TEK DR, CRYSTAL LAKE, IL 60014",727 TEK DR,CRYSTAL LAKE,USA,MCHENRY,IL,600148172,60014,,,34699904,"Electronic enclosures, stamped or pressed metal",35000,"$2,973,315",15,15,$0,$0
Chicago,"DOVEE MANUFACTURING, INC.",00-547-2246,00-547-2246,"Tool and die/metal stamping, laser cutting",Metal stamping,ISO9001,No,No,https://www.dovee.com/,https://www.dovee.com/quote/,"640 CHURCH RD, ELGIN, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,,,,,,42.073852,MFG DIES/TOOLS/JIGS/FIXTURES,-88.294426,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(847) 437-8122,Non-Subsidiary,WWW.DOVEE.COM,1944,,,362608573,,,Single Location,,,,,,,"640 CHURCH RD, ELGIN, IL 60123",640 CHURCH RD,ELGIN,USA,KANE,IL,601239340,60123,,,35440100,Special dies and tools,10000,"$3,393,801",15,15,$0,$0
Chicago,"PRODUCTION FABRICATING AND STAMPING, INC.",05-662-2475,05-662-2475,"Laser cutting, robotic welding, CNC machining, metal fabricating and stamping, tube forming",Metal stamping,No,No,No,https://www.productionfabricating.com,https://www.productionfabricating.com/contact,"3311 BUTLER ST, S CHICAGO HTS, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.478708,MFG METAL STAMPINGS,-87.628258,Non Manufacturer,Low,2 - Likely to pay,No,Rent,(708) 755-5468,Non-Subsidiary,WWW.PRODUCTIONFABRICATING.COM,1971,,,362825591,,,Single Location,,,,,,,"3311 BUTLER ST, S CHICAGO HTS, IL 60411",3311 BUTLER ST,S CHICAGO HTS,USA,COOK,IL,604115588,60411,,,34699916,Stamping metal for the trade,26000,"$3,615,846",15,15,$0,$0
Chicago,"BEL-AIR MANUFACTURING, INC.",00-518-3439,00-518-3439,"Metal stampings and four slide products, tools, dies, assemblies",Metal stamping,ISO9001,No,No,http://belairmfg.com/,http://belairmfg.com/contact.html,"3525 W POTOMAC AVE, CHICAGO, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,,,,,,41.904239,MFG DIES/TOOLS/JIGS/FIXTURES,-87.715185,Non Manufacturer,Low,4 - Less likely to pay,No,Rent,(773) 276-7550,Non-Subsidiary,WWW.BELAIRMFG.COM,1956,,,363552667,,,Single Location,,,,,,,"3525 W POTOMAC AVE, CHICAGO, IL 60651",3525 W POTOMAC AVE,CHICAGO,USA,COOK,IL,606512231,60651,,,35440100,Special dies and tools,40000,"$2,198,082",16,16,$0,$0
Chicago,FOX VALLEY STAMPING COMPANY,00-554-8862,00-554-8862,"Metal stamping, laser cutting, metal fabrication, welding, tooling",Metal stamping,No,No,No,https://foxvalleystamping.com/,https://foxvalleystamping.com/contact/,"385 PRODUCTION DR, SOUTH ELGIN, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.009263,MFG METAL STAMPINGS,-88.29955,Non Manufacturer,Low,4 - Less likely to pay,No,Rent,(847) 741-2277,Non-Subsidiary,WWW.FOXVALLEYSTAMPING.COM,1965,,,362580712,,,Single Location,,,,,,,"385 PRODUCTION DR, SOUTH ELGIN, IL 60177",385 PRODUCTION DR,SOUTH ELGIN,USA,KANE,IL,601772636,60177,,,34699916,Stamping metal for the trade,81000,"$3,206,879",17,17,$0,$0
Chicago,ANIMATED MANUFACTURING COMPANY,00-507-8936,00-507-8936,Metal stampings,Metal stamping,ISO9001,No,No,https://www.animatedmfgco.com/,https://www.animatedmfgco.com/contact-metal-stamping-experts/,"106 W 154TH ST, SOUTH HOLLAND, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.615969,MFG METAL STAMPINGS,-87.619865,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(708) 333-6688,Non-Subsidiary,WWW.ANIMATEDMFGCO.COM,1953,,,362555196,,,Single Location,P.O. BOX 448,SOUTH HOLLAND,USA,COOK,ILLINOIS,604730448,"106 W 154TH ST, SOUTH HOLLAND, IL 60473",106 W 154TH ST,SOUTH HOLLAND,USA,COOK,IL,604731015,60473,,,34699916,Stamping metal for the trade,30000,"$3,304,954",18,18,$0,$0
Chicago,HUDSON TOOL & DIE CO.,00-508-6210,00-508-6210,"Metal stamping, wire forming",Metal stamping,No,No,No,http://hudsonmetalstamping.com/,http://hudsonmetalstamping.com/,"3845 CARNATION ST, FRANKLIN PARK, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.9497,MFG METAL STAMPINGS,-87.887684,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(847) 678-8710,Non-Subsidiary,,1942,,,362258373,,,Single Location,,,,,,,"3845 CARNATION ST, FRANKLIN PARK, IL 60131",3845 CARNATION ST,FRANKLIN PARK,USA,COOK,IL,601311201,60131,,,34699916,Stamping metal for the trade,45000,"$3,499,734",18,18,$0,$0
